keyword,category,video_id,title,published_date,duration_seconds,view_count,like_count,comment_count
Regional adaptation breeding in plant breeding,Old,OEzNU_6v4pc,Solveig Hanson: Participatory plant breeding ... : Vegetable stories & cover crop potentials,2023-04-14T17:46:18Z,2865.0,260,4,0
Regional adaptation breeding in plant breeding,Old,Kat3ghSMMT8,Using genotypic response surfaces to predict regional adaptation (Dr. Daniela Bustos Korts),2022-04-18T15:00:25Z,1348.0,39,2,0
Regional adaptation breeding in plant breeding,Old,p4LahlPL_sM,"Doomsday Vaults, Genebanks and Plant Breeding in the Age of Climate Change",2015-05-15T15:17:51Z,5397.0,677,8,0
Regional adaptation breeding in plant breeding,Old,N-wv1jJi3HQ,Plant Breeding Approaches and Technologies: A View from a Texas Maize Breeding Program,2015-05-07T21:07:12Z,3383.0,5679,30,1
Regional adaptation breeding in plant breeding,Old,Y9YOW-YLgs4,Dr. Charlie Messina: Crop improvement in a changing climate,2022-11-28T20:33:23Z,3732.0,243,3,0
Regional adaptation breeding in plant breeding,Old,dRdDGpem-IY,Breeding in a Genomics Era Full Recording,2011-08-18T19:33:31Z,3679.0,1685,11,0
Regional adaptation breeding in plant breeding,Old,XxQiqYRXYO8,How should USDA breeding meet the challenges of climate change?,2020-12-01T19:09:58Z,1628.0,357,9,2
Regional adaptation breeding in plant breeding,Old,7O8NErPCH9s,Seed Saving for local adaptation | Lessons from the New Mexico Participatory Plant Breeding Program,2021-03-03T15:16:49Z,10467.0,474,0,1
Regional adaptation breeding in plant breeding,Old,HYvbrTy1bqc,Genomic Solutions for Plant Breeding: Towards a Sustainable Agriculture,2020-09-16T20:47:04Z,3211.0,655,17,1
Regional adaptation breeding in plant breeding,Old,0EGaaKN0Bw4,"#WorldSeed2023 - PLANT BREEDING INNOVATION: HOPES, DREAMS, AND REALITY",2023-06-07T01:41:25Z,3841.0,133,1,0
Regional adaptation breeding in plant breeding,Old,QavNO8uuaDk,Dry Bean Breeding Isn't a Dry Topic Webinar,2014-06-23T20:12:35Z,2625.0,702,11,0
Regional adaptation breeding in plant breeding,Old,pE5sQkPqcqY,How Plant Breeders Breed for Climate Resilient Agriculture,2023-10-19T05:38:41Z,2164.0,181,9,0
Regional adaptation breeding in plant breeding,Old,d-K8BbbrV5o,Plant Cell Webinar: Crop Breeding for Climate Resilience,2023-02-23T13:26:41Z,4467.0,1497,34,0
Regional adaptation breeding in plant breeding,Old,7bbWJQ4XnDM,Get the Dirt on Potato Breeding Full Webinar,2014-05-22T17:11:00Z,2709.0,1771,26,0
Regional adaptation breeding in plant breeding,Old,-W31acHwAVE,Webinar: Enhancing and measuring Genetic Gain in crop breeding,2020-11-20T19:33:57Z,7661.0,4064,67,3
Regional adaptation breeding in plant breeding,Old,DgiZUvF0S68,"Guillaume Bauchet: Flax breeding, from past to future, adapting to a changing environment",2023-06-14T17:55:49Z,3683.0,207,2,0
Regional adaptation breeding in plant breeding,Old,BF7QlOXi2Q8,Plant Breeding and Variety Selection,2018-11-19T22:23:58Z,3478.0,2057,15,1
Regional adaptation breeding in plant breeding,Old,gHiqTA2iTZ0,Utilization of Molecular Markers for PGRFA Characterization and Pre-Breeding for Climate Changes,2014-09-03T12:18:15Z,907.0,192,0,0
Regional adaptation breeding in plant breeding,Old,pQWXaex3O-U,Winter Wheat Breeding Basics,2012-02-08T18:34:58Z,558.0,2159,6,0
Regional adaptation breeding in plant breeding,Old,9K-hfLCV5eo,Plant Breeding,2021-01-21T00:19:48Z,3004.0,226,5,1
Regional adaptation breeding in plant breeding,Old,mokCTdgBcks,"What is Plant Breeding? - Selective Breeding, Hybridisation and Genetic Engineering",2021-10-13T22:16:15Z,1921.0,2728,54,10
Regional adaptation breeding in plant breeding,Old,zVKFiG0j4Bg,"Webinar on Genomics-assisted breeding: Present & Future- Professor Rajeev K Varshney, ICRISAT",2021-07-14T10:03:30Z,2966.0,1898,68,5
Regional adaptation breeding in plant breeding,Old,Mdk_iRLQdFw,Plant Breeding Graduate Student Presentations,2022-04-12T11:22:44Z,2467.0,446,8,0
Regional adaptation breeding in plant breeding,Old,DMpOegL22PI,Qi Sun: Bridging Genomics and Genetics in Interspecific Hybrid Grape Breeding,2024-03-11T14:26:18Z,3179.0,245,8,0
Regional adaptation breeding in plant breeding,Old,AoKc3wbvj4M,GROW Webinar: CGIAR Breeding - Who Benefits with Michael Quinn,2023-05-02T07:52:59Z,4571.0,276,11,0
Regional adaptation breeding in plant breeding,Old,H6p2qv-A2WU,2024 Cornell Corteva Symposium: Breeding for Novel Systems and Complex Problems,2024-05-10T12:50:24Z,14747.0,204,10,0
Regional adaptation breeding in plant breeding,Old,-Awz3uebiJU,Participatory Plant Breeding for Canadian Organic Crop Production,2016-10-18T19:16:32Z,1466.0,232,9,0
Regional adaptation breeding in plant breeding,Old,J-Zp30w2guY,"Charlotte Lusty, Genebank Platform Coordinator, Crop Trust | The Breeding Advantage",2017-12-08T11:51:10Z,646.0,223,2,1
Regional adaptation breeding in plant breeding,Old,tJelbcSAH8g,The Challenges of Breeding the Best Varieties for Regenerative Agriculture - Groundswell 2022,2022-07-01T16:46:22Z,4192.0,433,6,0
Regional adaptation breeding in plant breeding,Old,Xy6waw5kSx4,Decoding epigenetic data in plants for understanding plant adaptation mechanisms ( Sally Mackenzie),2022-10-18T15:00:12Z,2609.0,299,7,0
Regional adaptation breeding in plant breeding,Old,0cOMEwySlY4,An Evolutionary Journey through Domestication,2019-11-22T19:18:33Z,3261.0,16231,350,0
Regional adaptation breeding in plant breeding,Old,3f6wrHzUy-I,"Maize Diversity, Bottlenecks, Selection, and Adaptation. An NAPB GSWG webinar with Dr. Jim Holland",2024-01-22T02:17:41Z,3556.0,587,29,1
Regional adaptation breeding in plant breeding,Old,FZ-Cn0mw3Q8,Guest Lecture Series -GPB - Integrating Molecular Breeding in Crop Improvement - Dr. Gopala Krishnan,2023-03-14T11:35:40Z,5465.0,433,6,0
Regional adaptation breeding in plant breeding,Old,XvOuHwGOrBQ,Lessons Learned in Farmer Participatory Plant Breeding with NOVIC,2020-04-06T23:34:57Z,822.0,233,0,0
Regional adaptation breeding in plant breeding,Old,mPPtbZw-LRM,A plant breeder’s perspective on food security and climate change,2022-12-09T01:25:00Z,3532.0,465,7,0
Regional adaptation breeding in plant breeding,Old,cY1uHTl_73Y,Breeding Seeds For Your Bio-region,2020-03-24T21:49:39Z,3269.0,66,1,0
Cross-pollination techniques in plant breeding,Old,q02g_OKTByM,How seed breeding works,2016-09-29T22:39:48Z,117.0,162075,2986,0
Cross-pollination techniques in plant breeding,Old,R5nBdQe-QkI,How to cross pollinate beans (genus Phaseolus),2021-01-11T18:04:35Z,302.0,14702,176,29
Cross-pollination techniques in plant breeding,Old,g8vt-PNIDRA,"Hibiscus hybridization, how to cross pollinate hibiscus to create seeds and new hibiscus cultivars.",2022-12-03T17:23:47Z,16.0,139809,2314,32
Cross-pollination techniques in plant breeding,Old,Dfvyoir_SCY,Pollination Explained,2021-11-01T22:36:56Z,353.0,647865,6637,266
Cross-pollination techniques in plant breeding,Old,IVPr2EvJQrI,Breeding methods used in cross pollinated crops,2022-11-28T04:34:42Z,14.0,6108,152,1
Cross-pollination techniques in plant breeding,Old,uVWsDUWRgT4,"Plant Breeding: GMO, Cross Pollination & Cross Breeding Explained",2013-12-19T20:46:28Z,240.0,25889,228,69
Cross-pollination techniques in plant breeding,Old,unXhygBhycQ,Maize Breeding Self-pollination,2018-05-03T19:11:06Z,139.0,12812,0,6
Cross-pollination techniques in plant breeding,Old,8ATRfaiaOLg,An Introduction To Plant Breeding,2017-12-06T10:27:33Z,874.0,407978,6448,206
Cross-pollination techniques in plant breeding,Old,hK01Joh70kY,How To Make Your Own Tomato:  A Simple Cross,2017-05-18T05:23:56Z,965.0,73789,1545,281
Cross-pollination techniques in plant breeding,Old,XcY0uXnA7YQ,Cross-Pollination in Corn,2023-08-11T18:05:58Z,114.0,1059,10,0
Cross-pollination techniques in plant breeding,Old,PVx3sRZ69Go,Steps of Artificial Hybridization,2023-10-17T12:10:51Z,186.0,41654,660,0
Cross-pollination techniques in plant breeding,Old,6L9Yli5lAGk,Making It Grow - How to Cross-Pollinate Roses,2017-07-07T20:47:41Z,123.0,80296,983,42
Cross-pollination techniques in plant breeding,Old,3H6s9dSmC-w,Breeding methods used in self pollinated crops,2022-11-28T04:23:40Z,14.0,12286,296,1
Cross-pollination techniques in plant breeding,Old,ZjWk9AM30Qo,Pollination Methods: Corn,2008-06-25T00:58:12Z,435.0,294114,1567,0
Cross-pollination techniques in plant breeding,Old,olFFFYW1a44,Breed Your Own Rose: Hybridize in 4 Steps,2022-09-05T20:50:49Z,582.0,52526,1921,181
Cross-pollination techniques in plant breeding,Old,cvDcijYJ7BQ,Tomato Hand Emasculation and Pollination,2018-03-27T14:53:46Z,245.0,148407,1140,67
Cross-pollination techniques in plant breeding,Old,e-qwpWhGaa0,Rice cross breeding technique,2022-02-14T07:02:04Z,338.0,16783,361,5
Cross-pollination techniques in plant breeding,Old,vMDduG8JXdo,How to vinca cross pollination ......#trending #flowers #youtubeshorts,2024-07-11T11:27:17Z,25.0,6823674,69971,211
Cross-pollination techniques in plant breeding,Old,Q8JRKujawII,Selfing & crossing tomatoes,2019-05-16T20:07:41Z,237.0,14281,0,7
Cross-pollination techniques in plant breeding,Old,MbUwJMDOBtg,Emasculation and Pollination in Soybean #breeding #plants #shorts,2022-08-11T16:46:56Z,15.0,650,11,0
Cross-pollination techniques in plant breeding,Old,Q93Xa23_PKc,Process of Pollination And Double Fertilization In Flowering In Plant 3D Annimation#plantbreeding,2023-02-28T13:43:52Z,31.0,86776,2077,5
Cross-pollination techniques in plant breeding,Old,ES4zJ5YvkFY,Plant Breeding Methods-3: Cross pollinated Crops (Population Improvement  & Synthetics),2020-05-03T09:24:42Z,2080.0,4901,73,4
Cross-pollination techniques in plant breeding,Old,OBvOUXnkdOo,Self pollination,2016-12-13T15:25:56Z,18.0,86416,305,19
Cross-pollination techniques in plant breeding,Old,FmZMfDAjE-s,Hibiscus flower cross pollination 🌺 #botanicgarden #gardening #garden #flower,2023-02-03T08:21:48Z,16.0,21298,468,7
Cross-pollination techniques in plant breeding,Old,v3JKjRd2acE,Hybridization/ Crossing technique (Emasculation & Pollination) in wheat (Triticum aestivum),2018-02-19T15:04:33Z,381.0,129888,2123,46
Cross-pollination techniques in plant breeding,Old,5W-GHZXFOeo,Breeding method in cross pollinated crops,2020-03-30T15:33:10Z,1040.0,2344,37,30
Cross-pollination techniques in plant breeding,Old,QXiiBl6tz2o,How to Hand pollinate portulaca to get new color ||ksorganics,2021-06-04T10:30:22Z,23.0,127223,2492,22
Cross-pollination techniques in plant breeding,Old,IVTjSTAc76M,Wheat Crossing Protocol,2020-04-09T12:32:30Z,607.0,16556,425,17
Cross-pollination techniques in plant breeding,Old,7egKjfaSvfs,Breeding methods for self pollinated crops part I,2020-04-19T05:54:06Z,1113.0,3226,40,3
Cross-pollination techniques in plant breeding,Old,OUoI15SkD7A,How to Hand-Pollinate for More Cucumbers,2017-06-01T19:49:22Z,57.0,311452,1850,98
Cross-pollination techniques in plant breeding,Old,HmSYMTO6KyE,BREEDING METHODS AND BREEDING POPULATION,2020-05-08T11:16:31Z,383.0,3433,63,0
Cross-pollination techniques in plant breeding,Old,2Mut-a5I14Y,Chickpea Emasculation | Hybridization technique in chickpea | Plant Breeding methods,2021-02-05T18:32:39Z,21.0,48223,1177,10
Cross-pollination techniques in plant breeding,Old,KXf2MnfIOMU,Hibiscus seeds after a month since cross pollination | July 2022,2022-07-27T10:08:09Z,39.0,185730,4645,54
Cross-pollination techniques in plant breeding,Old,-s-Lh36qPTo,How to do Successful Cross ❌️ Pollination Of Moss Rose 😍#subscribe #youtubeshorts #trending,2024-07-22T07:36:21Z,17.0,119019,2816,10
Cross-pollination techniques in plant breeding,Old,El42d9axNWE,Date Palm Pollination || Effective & Easy Method || Cross Pollination Techniques,2021-02-24T19:34:26Z,102.0,436,9,1
Cross-pollination techniques in plant breeding,Old,S6WBqOpW1ik,Cross pollination with zucchini and squash plants ! #gardening,2023-06-14T13:11:54Z,21.0,9060,522,45
Cross-pollination techniques in plant breeding,Old,L4KllZe0LBQ,Successful Hibiscus Cross Pollination and Harvesting Seeds | July 2022,2022-07-18T10:49:10Z,38.0,255599,4803,105
Cross-pollination techniques in plant breeding,Old,Ozf2ERxudPU,Pollination in Flowering Plants 3d Animation,2021-12-03T11:51:23Z,107.0,197709,1555,27
Cross-pollination techniques in plant breeding,Old,BXjwz_0eeVM,TAMU Plant Breeding - Cross-pollinating cotton. part 1,2009-07-22T17:38:20Z,87.0,9457,28,3
Cross-pollination techniques in plant breeding,Old,yQEt3YjkOgg,Breeding cross pollinated crops,2020-04-19T06:09:56Z,2080.0,1753,37,1
Cross-pollination techniques in plant breeding,Old,FbZ9xeFlyoE,Giant Pumpkin pollination #gardening #asmr #vegetables #plants,2023-06-30T02:45:41Z,60.0,75878037,1350414,7543
Cross-pollination techniques in plant breeding,Old,CxQmaoY7z6s,hibiscus flower 🌺hand pollination #flowers #nature #hibiscus,2023-07-19T13:16:17Z,5.0,44720,407,5
Cross-pollination techniques in plant breeding,Old,bTjLMJKE7Rw,Boost Your Portulaca Garden with Cross Pollination #shorts,2024-07-02T06:00:17Z,16.0,9907,157,6
Cross-pollination techniques in plant breeding,Old,HojAdp7TTlY,Portulaca/Moss rose cross pollination | #shorts #trending #viral #cross #hybrid #vlog #gardening,2023-08-09T08:13:54Z,21.0,9751,199,5
Cross-pollination techniques in plant breeding,Old,2HeMj7waBpI,Rose grafting - bud grafting,2022-12-17T12:21:59Z,42.0,5933203,134048,244
Cross-pollination techniques in plant breeding,Old,AHhM0Mc908g,Emasculation and Cross pollination,2021-09-07T11:37:05Z,51.0,57616,2014,14
Cross-pollination techniques in plant breeding,Old,BI9bY0RvP3E,Try grafting hibiscus flowers into roses #shorts,2023-02-26T11:00:07Z,23.0,2172300,21847,107
Cross-pollination techniques in plant breeding,Old,drQzJeBDPgo,Breeding Techniques - Part 1 Hybridization (Crossing Techniques) | SGF Project,2020-10-29T13:11:16Z,302.0,15809,250,7
Cross-pollination techniques in plant breeding,Old,fl_-mppihCk,Cross pollination on portulaca flowers #shorts,2021-08-27T10:33:35Z,12.0,4233,103,0
Cross-pollination techniques in plant breeding,Old,Pz-D2EoZbD0,Breedinging Method For Cross Pollinated Crop,2020-11-24T16:20:54Z,1190.0,38426,848,48
Seed saving practices in plant breeding,Old,J2kWGtgjGNM,F1 F2 F3 HYBRID SEEDS? | POLLINATION and SEED SAVING in Home Gardening,2018-11-14T13:30:07Z,291.0,63926,1271,100
Seed saving practices in plant breeding,Old,vxVROu_kwOE,Saving Our Seeds,2014-04-15T14:00:03Z,419.0,977,16,0
Seed saving practices in plant breeding,Old,kAYkuFuHqes,Save Our Seed  - Webinar with Terry Boehm,2019-04-13T00:58:33Z,5124.0,269,3,1
Seed saving practices in plant breeding,Old,q02g_OKTByM,How seed breeding works,2016-09-29T22:39:48Z,117.0,162075,2986,0
Seed saving practices in plant breeding,Old,0af9bpeJh5Y,Seed Saving Intensive with Edmund Frost UNCUT,2016-09-15T17:50:24Z,11310.0,181644,1082,43
Seed saving practices in plant breeding,Old,evIdFnjh_S0,Seed Saving Webinar,2021-01-15T19:56:38Z,6948.0,554,10,0
Seed saving practices in plant breeding,Old,CgJ97FZjsyo,Key Ingredients: Seed Savers,2012-04-14T01:00:06Z,358.0,189,6,1
Seed saving practices in plant breeding,Old,IIG6EeL7XVU,"Penny Maplestone (British Society of Plant Breeders) Importance of Farm Saved Seed system, Brexit",2019-10-23T15:08:43Z,668.0,103,2,0
Seed saving practices in plant breeding,Old,hm82VTzNvdI,Seed Saving & Seed Sovereignty w/ Kellee Matsushita-Tseng,2021-09-01T23:45:11Z,4189.0,404,8,2
Seed saving practices in plant breeding,Old,7O8NErPCH9s,Seed Saving for local adaptation | Lessons from the New Mexico Participatory Plant Breeding Program,2021-03-03T15:16:49Z,10467.0,474,0,1
Seed saving practices in plant breeding,Old,jHkljH51Xoc,The Basics of How to Save Seeds for Next Year,2024-03-29T21:02:30Z,1267.0,555,28,0
Seed saving practices in plant breeding,Old,VoJHZmpsXEg,How A Seed Grows Into A Plant 😯,2024-02-19T15:30:11Z,32.0,25114459,981919,3053
Seed saving practices in plant breeding,Old,4f-brCux67I,Debunking the Hybrid Myth - John Navazio at Seed Savers Exchange,2012-09-13T05:28:05Z,3381.0,2206,15,2
Seed saving practices in plant breeding,Old,eBqGdgdI4y8,Stay at Home Gardening - Seed Saving: Intro to Seed Saving & Tips for Success (Video 2),2021-08-06T07:00:11Z,166.0,109,0,0
Seed saving practices in plant breeding,Old,n7Ge-Ndl5SU,Seed Saving with Eric von Wettberg,2020-11-25T22:52:54Z,409.0,129,10,0
Seed saving practices in plant breeding,Old,oTKHPU0gHbI,How To Save Seeds From Vegetables | Seed Saving Done Right,2023-09-18T14:50:00Z,3393.0,3431,122,14
Seed saving practices in plant breeding,Old,kEXz-Qv7qjo,Inspiring Ideas from Experts in the Field: Crop Production for Seeds,2017-12-11T21:47:05Z,3732.0,177,5,0
Seed saving practices in plant breeding,Old,v6qY--8iOw8,🌱💚 Master Plant Breeding & Grow Seeds Forever! 🌿🔒,2023-08-31T15:33:24Z,36.0,536,20,0
Seed saving practices in plant breeding,Old,Hl0b88cYWks,10/26/20 Seed Saving: Learning from Vermont Experts on 'Across The Fence',2020-10-26T16:30:01Z,781.0,122,2,0
Seed saving practices in plant breeding,Old,NDjGpbttUjA,Growing a Greener World Episode 510 - The Seed Farmer,2024-05-06T12:15:02Z,1481.0,1127,30,2
Seed saving practices in plant breeding,Old,4t8-I2SUjkU,Taking Organic Plant Breeding to the Next Level,2020-06-14T20:40:05Z,4257.0,458,0,0
Seed saving practices in plant breeding,Old,ksqDgpt8tME,Seed Saving Laws Clarified - Can You Save Seeds at Home?,2024-10-21T14:00:49Z,483.0,2997,149,23
Seed saving practices in plant breeding,Old,_VOq1nt0_qE,Banking On The Future: How Saving Seed Can Save Us All | Haley Smith | TEDxRoseburg,2021-05-05T15:55:31Z,903.0,358,15,2
Seed saving practices in plant breeding,Old,wd56sW9wlOs,Saving Cucumber Seeds and Breeding Tips,2019-01-08T15:05:09Z,831.0,213,7,3
Seed saving practices in plant breeding,Old,p_h5PlitBOA,"The TRICK To Saving Seeds For Next Year - Cucumber, Tomato & Pepper Seed Harvest",2021-11-06T15:49:36Z,1290.0,797815,19887,1036
Seed saving practices in plant breeding,Old,nYMoWtTXkwI,Plant Breeding Innovation Animation,2019-01-15T13:06:23Z,153.0,8444,115,4
Seed saving practices in plant breeding,Old,PXtZyE5UVHk,Episode 38 | GET IN MY GARDEN | Basics of Plant Breeding and Seed Collecting,2020-09-07T09:00:10Z,910.0,6,1,0
Seed saving practices in plant breeding,Old,ngW0eOwkoIM,Webinar: Seed Saving for Beginners,2012-06-30T20:49:59Z,1764.0,102743,1670,43
Seed saving practices in plant breeding,Old,GHCOIAkc-hY,An Introduction to Seed Savers Exchange,2015-04-27T20:22:42Z,121.0,14303,220,10
Seed saving practices in plant breeding,Old,gBX6CNfEkk4,Why Farmers Can’t Legally Replant Their Own Seeds,2022-03-31T16:10:39Z,363.0,2239976,51152,6094
Seed saving practices in plant breeding,Old,wHTjs7ztH-Y,Don Tipping on Seeds and Plant Breeding,2016-12-15T08:36:44Z,3071.0,231,2,0
Seed saving practices in plant breeding,Old,NdhtoZ9O0Fw,"Saving Seeds: Saving Memories, Diversity or Funds?",2021-10-13T14:59:05Z,3686.0,137,2,0
Seed saving practices in plant breeding,Old,d0i9Yp4Ywvw,On-Farm Seed Saving (Winter Conference Workshop),2022-11-02T20:53:41Z,4535.0,87,1,0
Seed saving practices in plant breeding,Old,LvEtgITb4Zs,Bill McDorman on Playful Plant Breeding,2017-04-07T17:09:33Z,2439.0,132,4,0
Seed saving practices in plant breeding,Old,dfrPSVQI4D0,Seed Savers Exchange,2015-12-21T20:39:39Z,436.0,241,1,0
Seed saving practices in plant breeding,Old,O5xHJhF7JqU,What Happens When You Save Hybrid Seed?,2023-04-04T17:01:01Z,222.0,10464,650,44
Seed saving practices in plant breeding,Old,BCCZihtG0YQ,Bill McDorman on Playful Plant Breeding,2016-06-25T13:43:52Z,2459.0,202,3,0
Seed saving practices in plant breeding,Old,-k_z-V08Tbk,Seed Savers Exchange saves heirloom plant and fruit varieties.,2012-11-30T18:56:14Z,488.0,302,2,0
Seed saving practices in plant breeding,Old,kshdDlibiic,OF&G & AHDB Webinar - Seeds and deeds  collective plant breeding for reduced input farming,2020-08-30T10:36:33Z,5532.0,76,4,1
Seed saving practices in plant breeding,Old,wiMI-uGcsIk,Plant Breeding: Science + Creative Problem Solving,2014-05-03T01:03:30Z,1625.0,44033,459,22
Seed saving practices in plant breeding,Old,JDO81RY96-Y,Seed Savers - Farm to Fork Wyoming,2018-05-22T17:05:56Z,1668.0,15125,325,6
Seed saving practices in plant breeding,Old,9vUFdsqh8U8,Plant Breeding,2018-05-14T15:47:14Z,3286.0,22848,523,11
Seed saving practices in plant breeding,Old,44DiYWPA7AA,Start Plant Breeding On Your Own Farm,2023-05-19T10:58:03Z,2933.0,296,12,2
Seed saving practices in plant breeding,Old,2259u6ov21s,Dirt Rich Episode 21: Seed Saving & Collectives,2022-07-15T05:00:02Z,2814.0,21,0,0
Seed saving practices in plant breeding,Old,HTJhV4CjZrE,Plant Cunning Podcast Ep58: Joseph Lofthouse on Landrace Gardening and Seed Saving,2021-12-02T01:19:45Z,2863.0,1211,45,8
Seed saving practices in plant breeding,Old,Klylm1SuCXA,"Cucumbers, Construct, Legacy & the Art of Plant Breeding (or, Why We Love Salt & Pepper Cucumber!)",2019-12-18T01:18:12Z,421.0,1419,54,0
Seed saving practices in plant breeding,Old,QwHPal9GJF4,How To Propagate a Sanseveria “Snake Plant”,2023-01-30T14:59:05Z,42.0,919254,19355,156
Seed saving practices in plant breeding,Old,GXBqfZu-Rdc,Management Considerations for Seed Quality,2023-01-30T22:59:05Z,3823.0,417,11,0
Seed saving practices in plant breeding,Old,mTK8TdOMohs,Tips for breeding bell peppers #shorts,2023-09-09T06:00:16Z,13.0,23572384,187672,774
Seed saving practices in plant breeding,Old,Nb0cDx5s7Ow,How to water your succulents correctly?! #succulent #watering #houseplants,2023-06-16T03:30:08Z,34.0,588267,17899,187
Ancestral crop improvement in plant breeding,Old,CRaSkYzh2EI,Esther van der Knaap - Harnessing Crop Improvement Traits from Semi-Domesticated Tomato Accessions,2021-01-22T20:05:52Z,3381.0,351,8,1
Ancestral crop improvement in plant breeding,Old,lDSKDok7qEI,Harnessing Crop Improvement Traits from Semi-domesticated Tomato Accessions - Esther van der Knaap,2022-05-06T05:00:31Z,2601.0,615,17,0
Ancestral crop improvement in plant breeding,Old,LgCw3ieKBxI,Arable Horizons - Crop Breeding & Genetics Interactive Lecture with Dr Alison Bentley,2016-11-18T11:08:32Z,3657.0,1879,12,0
Ancestral crop improvement in plant breeding,Old,pfH-88mVi_4,Ten Thousand Years of Crop Improvement,2008-01-23T22:49:36Z,2561.0,5996,25,3
Ancestral crop improvement in plant breeding,Old,bbr1HPNmnF8,How Technological Change Drives Improvement in Plant Breeding & Agriculture | Seth Murray | TEDxTAMU,2016-08-23T15:47:15Z,806.0,4469,52,2
Ancestral crop improvement in plant breeding,Old,FZ-Cn0mw3Q8,Guest Lecture Series -GPB - Integrating Molecular Breeding in Crop Improvement - Dr. Gopala Krishnan,2023-03-14T11:35:40Z,5465.0,433,6,0
Ancestral crop improvement in plant breeding,Old,FRA4vaEh7dM,How to Accelerate Genetic Gains in Crop Improvement Programmes?,2020-06-13T13:55:26Z,5108.0,1871,72,0
Ancestral crop improvement in plant breeding,Old,gVF12Opwkuc,Methods Of Plant Breeding For Crop Improvement| SSCE|WAEC|NECO|JAMB,2022-11-09T13:42:53Z,817.0,157,1,0
Ancestral crop improvement in plant breeding,Old,C8bymyoqJt8,plbr403 - Genetic Improvement of Crop Plants - Lecture 13,2014-01-15T17:14:23Z,3001.0,1762,16,1
Ancestral crop improvement in plant breeding,Old,ZjskpcLDAAM,Science in Seconds - Tomato’s Wild Ancestor Is a Genomic Reservoir for Plant Breeders,2020-12-16T21:18:19Z,154.0,306,7,0
Ancestral crop improvement in plant breeding,Old,rpDRMpKywB4,"Breeding with Teosinte, Wild Ancestor of Corn",2023-11-02T12:00:59Z,254.0,2599,56,0
Ancestral crop improvement in plant breeding,Old,FvhBD5_zN34,Lecture 1 1 1 Start of Plant Breeding,2020-10-08T01:33:33Z,863.0,431,19,0
Ancestral crop improvement in plant breeding,Old,81A6d8neeg4,Breeding Crops for Resilience to a Changing Climate,2022-10-20T22:43:11Z,3933.0,309,0,0
Ancestral crop improvement in plant breeding,Old,q9jvkxygdxM,Plant Breeding Innovation,2020-08-14T09:52:27Z,168.0,348,7,0
Ancestral crop improvement in plant breeding,Old,xRIrLwgnE7E,Using information from natural populations to improve plant and animal breeding,2018-11-30T11:31:44Z,2486.0,416,5,1
Ancestral crop improvement in plant breeding,Old,W9MI3mSzDhY,Liz Jones: Understanding the genetic architecture of quantitative traits in plant breeding ...,2018-10-24T19:13:26Z,2722.0,1304,22,2
Ancestral crop improvement in plant breeding,Old,ACaeM8djkCQ,Mutation & plant breeding,2017-01-27T18:03:17Z,910.0,24533,348,16
Ancestral crop improvement in plant breeding,Old,9K-hfLCV5eo,Plant Breeding,2021-01-21T00:19:48Z,3004.0,226,5,1
Ancestral crop improvement in plant breeding,Old,jupsPejfews,plbr403 - Genetic Improvement of Crop Plants - Lecture 18,2014-01-15T17:14:22Z,6450.0,1406,10,0
Ancestral crop improvement in plant breeding,Old,MOPRTV7Hn4I,Selective Plant Breeding,2019-10-01T13:43:36Z,96.0,15208,105,4
Ancestral crop improvement in plant breeding,Old,Sz9Nsv2YSbY,Presentation on Single Seed Descent,2012-09-10T13:39:02Z,2552.0,3315,0,0
Ancestral crop improvement in plant breeding,Old,X4Pxy3_Sdq0,GeneSprout Webinar: Plant Breeding and its History,2020-12-10T13:53:23Z,3523.0,276,8,0
Ancestral crop improvement in plant breeding,Old,jEeqG03_8jw,plbr403 - Genetic Improvement of Crop Plants - Lecture 19,2014-01-15T17:14:22Z,3128.0,1173,8,0
Ancestral crop improvement in plant breeding,Old,pGTy19vhUSU,"Inbred improvement, development and utility",2018-11-13T10:17:31Z,1913.0,650,13,0
Ancestral crop improvement in plant breeding,Old,SpKgsm6Woh8,Natural Science II: Genomes and Diversity - Plant Genes and Genomes & Breeding,2011-10-24T16:29:28Z,4437.0,4854,31,2
Ancestral crop improvement in plant breeding,Old,I2MvWLrvT5g,2015 Biotech 201 Session 2 - Crop Improvement,2018-02-21T19:14:18Z,4442.0,167,2,0
Ancestral crop improvement in plant breeding,Old,tr-1MkpPibc,Panning for genetic gold: pan-genomics and other omics resources for crop improvement,2022-03-09T03:19:33Z,3457.0,467,5,0
Ancestral crop improvement in plant breeding,Old,KIYzQg1-sio,Unraveling the Secrets of Crop Domestication | Selection | Types of Selection | Plant Breeding,2023-06-04T19:23:17Z,1141.0,533,34,13
Ancestral crop improvement in plant breeding,Old,sVL5R9L8L7A,plbr403 - Genetic Improvement of Crop Plants - Lecture 16,2014-01-15T17:14:23Z,2752.0,1634,19,2
Ancestral crop improvement in plant breeding,Old,VYeLchl5Dfo,Breeding Methods for Self-Pollinated Crops#plantbreeding #planteducation #plantgenetics,2024-11-26T10:52:18Z,413.0,44,5,0
Ancestral crop improvement in plant breeding,Old,irbe7sPux2w,Annaliese Mason - Making new Crop Species,2020-10-26T14:57:51Z,787.0,217,4,0
